route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
8,18,8_801_18_40800,,Aduna,0,,shp_8_801,0,0
27,10,27_2702_10_48300,,Villabona,1,,shp_27_2702,0,0
20,21,20_2002_21_72000,,Tolosa,1,,shp_20_2002,0,0
26,22,26_2602_22_67200,,Alegia,0,,shp_26_2602,0,0
8,18,8_802_18_51900,,Larraul,1,,shp_8_802,0,0
7,10,7_702_10_28800,,Tolosa,1,,shp_7_702,0,0
2,18,2_201_18_59700,,Berastegi,0,,shp_2_201,0,0
26,22,26_2601_22_47700,,Baliarrain,1,,shp_26_2601,0,0
29,22,29_2902_22_70500,,Ibar-izask,1,,shp_29_2902,0,0
21,21,21_2102_21_67800,,Tolosa,1,,shp_21_2102,0,0
3,18,3_302_18_51600,,Tolosa,1,,shp_3_302,0,0
4,12,4_401_12_45600,,Gaztelu,0,,shp_4_401,0,0
6,22,6_602_22_41400,,Tolosa,1,,shp_6_602,0,0
1,21,1_101_21_51000,,Abaltziske,0,,shp_1_101,0,0
2,22,2_203_22_52200,,Berastegi,0,,shp_2_203,0,0
23,2,23_2302_2_68400,,Andoain,0,,shp_23_2302,0,0
7,2,7_701_2_31800,,Asteasu,0,,shp_7_701,0,0
3,10,3_301_10_60600,,Orexa,0,,shp_3_301,0,0
8,2,8_802_2_39600,,Larraul,1,,shp_8_802,0,0
24,12,24_2402_12_44400,,Alegia,0,,shp_24_2402,0,0
22,21,22_2202_21_29700,,Zizurkil,1,,shp_22_2202,0,0
7,12,7_701_12_27000,,Asteasu,0,,shp_7_701,0,0
7,3,7_702_3_35100,,Tolosa,1,,shp_7_702,0,0
8,21,8_801_21_48300,,Aduna,0,,shp_8_801,0,0
23,3,23_2302_3_52200,,Andoain,0,,shp_23_2302,0,0
25,2,25_2502_2_34200,,Alegia,1,,shp_25_2502,0,0
29,21,29_2902_21_47400,,Ibar-izask,1,,shp_29_2902,0,0
7,22,7_701_22_33000,,Asteasu,0,,shp_7_701,0,0
1,2,1_102_2_49200,,Tolosa,1,,shp_1_102,0,0
20,2,20_2001_2_64800,,Alkiza,0,,shp_20_2001,0,0
27,11,27_2702_11_71700,,Villabona,1,,shp_27_2702,0,0
4,18,4_402_18_72600,,Tolosa,1,,shp_4_402,0,0
25,18,25_2501_18_33900,,Altzo,0,,shp_25_2501,0,0
29,18,29_2901_18_74400,,Ibarra,0,,shp_29_2901,0,0
3,22,3_302_22_23700,,Tolosa,1,,shp_3_302,0,0
5,22,5_502_22_33600,,Tolosa,1,,shp_5_502,0,0
25,10,25_2501_10_75600,,Altzo,0,,shp_25_2501,0,0
23,22,23_2302_22_64800,,Andoain,0,,shp_23_2302,0,0
2,21,2_202_21_48300,,Tolosa,1,,shp_2_202,0,0
28,22,28_2802_22_54300,,Amez-ugart,1,,shp_28_2802,0,0
2,3,2_202_3_58800,,Tolosa,1,,shp_2_202,0,0
42,12,42_4201_12_11700,,Berastegi,0,,shp_42_4201,0,0
42,12,42_4202_12_12900,,Tolosa,1,,shp_42_4202,0,0
28,18,28_2801_18_74700,,Tol-bedaio,0,,shp_28_2801,0,0
29,2,29_2901_2_36300,,Ibarra,0,,shp_29_2901,0,0
3,12,3_302_12_61800,,Tolosa,1,,shp_3_302,0,0
3,12,3_301_12_75600,,Orexa,0,,shp_3_301,0,0
20,12,20_2002_12_30600,,Tolosa,1,,shp_20_2002,0,0
41,12,41_4101_12_3600,,Abaltziske,0,,shp_41_4101,0,0
2,2,2_201_2_43200,,Berastegi,0,,shp_2_201,0,0
20,10,20_2001_10_70800,,Alkiza,0,,shp_20_2001,0,0
27,3,27_2702_3_71700,,Villabona,1,,shp_27_2702,0,0
5,18,5_502_18_69900,,Tolosa,1,,shp_5_502,0,0
22,11,22_2201_11_39000,,Villabona,0,,shp_22_2201,0,0
