,Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
1033,1033,Donostialdea,Donostialdea,Errenteria,Urnieta,RENFE,08:00,99,Errenteria,2,1,1,Otros hogares sin niños,2,3,1,2,2021,18671.675,1,-1.9061796151293784,43.31121542986973,-2.033693,43.256347
2165,2165,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,08:00,99,Pasaia,2,2,1,Otros hogares sin niños,2,4,1,1,2021,20253.5,1,-1.969587935843376,43.31894236840928,-2.033693,43.256347
807,807,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Autobús interurbano,08:00,22,Lasarte-Oria,1,2,1,Hogar de una persona,2,4,1,1,2021,22393.67,1,-2.019893296250351,43.2660446861788,-2.033693,43.256347
415,415,Goierri                              ,Donostialdea,Urretxu,Lezo,Coche conductor,08:00,22,Urretxu,2,4,1,Otros hogares con niños,1,4,1,1,2021,26469.31,3,-2.3150344997907246,43.092342521269785,-2.033693,43.256347
1901,1901,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,21,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,5,1,1,2021,26243.96,4,-1.974691082318757,43.32445863571984,-2.033693,43.256347
358,358,Donostialdea,Donostialdea,Oiartzun,Lezo,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.8755834204999648,43.30209358176162,-2.033693,43.256347
1187,1187,Donostialdea,Donostialdea,Oiartzun,Errenteria,Moto,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.873400947331717,43.30341575279495,-2.033693,43.256347
8,8,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,08:10,22,Errenteria,2,3,1,2 adultos con niño(s),2,3,4,1,2021,13135.685,1,-1.9117252420278237,43.31107711854578,-2.033693,43.256347
2246,2246,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4029806216658915,43.03205256226044,-2.033693,43.256347
316,316,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,2,4,1,1,2021,24034.81,2,-2.0166380935811667,43.25689884978078,-2.033693,43.256347
304,304,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:00,22,Lasarte-Oria,1,3,2,2 adultos,2,5,1,1,2021,24324.710000000003,3,-1.9790500134622555,43.303044630749646,-2.033693,43.256347
427,427,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,08:00,22,Hernani,2,4,1,Otros hogares sin niños,2,3,1,1,2021,24137.635,2,-2.074851919428033,43.13802217475446,-2.033693,43.256347
105,105,Bidasoa,Donostialdea,Hondarribia,Errenteria,Autobús interurbano,08:00,23,Errenteria,1,1,1,2 adultos,2,5,1,2,2021,21253.2,1,-1.8093639635270935,43.3588008128115,-2.033693,43.256347
1507,1507,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Moto,08:00,99,,2,2,2,Otros hogares sin niños,1,4,1,1,2021,24596.86,2,-2.0193379338017583,43.26624455091804,-2.033693,43.256347
121,121,Bidasoa,Donostialdea,Irun,Usurbil,Coche conductor,08:00,22,Irun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.7898584684120398,43.33614126501281,-2.033693,43.256347
838,838,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4148216173313037,43.03621672031195,-2.033693,43.256347
1567,1567,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4336491830999725,43.03826334463269,-2.033693,43.256347
800,800,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Moto,08:00,22,Pasaia,2,3,2,2 adultos con niño(s),2,5,1,1,2021,25616.509999999995,3,-1.9875548646858825,43.30523079538273,-2.033693,43.256347
1334,1334,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,4,1,1,2021,22860.81,1,-1.7954957917858851,43.34040472922467,-2.033693,43.256347
1792,1792,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,08:00,22,Orio,2,4,1,Otros hogares sin niños,1,4,1,1,2021,27114.81,3,-2.12796916180286,43.2765464533154,-2.033693,43.256347
1599,1599,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Coche conductor,08:20,22,Zumaia,2,3,1,Otros hogares con niños,2,4,1,1,2021,23280.61,2,-2.229407211208379,43.27400966429232,-2.033693,43.256347
115,115,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,22,Errenteria,1,2,1,Hogar de una persona,1,4,1,1,2021,24830.41,3,-1.890733319508391,43.310258935735206,-2.033693,43.256347
1928,1928,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,3,-1.986100396425592,43.25452623388105,-2.033693,43.256347
744,744,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,RENFE,08:00,22,Tolosa,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27963.51,4,-2.0782348635889267,43.13451087763277,-2.033693,43.256347
1573,1573,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,08:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,3,-2.412652414251184,43.11075879087957,-2.033693,43.256347
2339,2339,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,4,-1.9564953244273695,43.29418520607975,-2.033693,43.256347
1234,1234,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Moto,08:00,22,Pasaia,2,2,2,2 adultos con niño(s),1,5,1,1,2021,22036.95,1,-1.927322561820764,43.31884594462331,-2.033693,43.256347
1309,1309,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,1 adulto con niño(s),2,5,1,1,2021,23732.11,3,-1.8994981697615316,43.31545022284598,-2.033693,43.256347
672,672,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,EUSKOTREN,08:00,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-1.9754151895971,43.32142841888215,-2.033693,43.256347
2312,2312,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,08:00,22,Tolosa,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22665.75,2,-2.074402690548588,43.13728236514826,-2.033693,43.256347
1729,1729,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,3,1,2 adultos,2,6,1,1,2021,24170.81,3,-2.187339138135918,43.05188211351562,-2.033693,43.256347
1656,1656,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,08:45,23,Errenteria,2,2,1,Otros hogares con niños,2,4,1,1,2021,19758.6,1,-1.908462068436524,43.31218880275271,-2.033693,43.256347
309,309,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9676985396844808,43.32091133169917,-2.033693,43.256347
591,591,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.489302418008509,43.06614151525962,-2.033693,43.256347
462,462,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,23126.5,2,-1.9553458633918044,43.31151049999206,-2.033693,43.256347
2150,2150,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25069.96,3,-1.89470181017688,43.30828103059873,-2.033693,43.256347
964,964,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,08:00,22,Pasaia,1,2,2,Hogar de una persona,2,4,1,1,2021,20814.95,1,-1.9360616493893503,43.32009746279108,-2.033693,43.256347
1229,1229,Donostialdea,Donostialdea,Errenteria,Hernani,Coche conductor,08:00,21,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25069.96,3,-1.8985703736252937,43.3128874802809,-2.033693,43.256347
1398,1398,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,08:00,22,Orio,2,4,1,Otros hogares sin niños,1,4,1,1,2021,27114.81,3,-2.128190582323172,43.277359944484246,-2.033693,43.256347
552,552,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,08:00,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27745.709999999995,4,-2.466118867946258,43.18544834256143,-2.033693,43.256347
87,87,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,EUSKOTREN,08:00,22,Errenteria,1,2,1,1 adulto con niño(s),2,5,1,1,2021,21388.620000000003,1,-1.9722197198842644,43.30860051949245,-2.033693,43.256347
690,690,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,23,Errenteria,2,2,1,Otros hogares con niños,2,4,1,1,2021,19758.6,1,-1.8461304665063212,43.303934226775226,-2.033693,43.256347
1708,1708,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,08:00,22,Hondarribia,2,4,1,2 adultos con niño(s),1,3,1,1,2021,24559.285,2,-1.804553321630131,43.358047376435856,-2.033693,43.256347
1412,1412,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Autobús interurbano,08:00,22,Zumaia,1,3,1,2 adultos,2,4,1,1,2021,24284.26,3,-2.2576199396645027,43.29709433650944,-2.033693,43.256347
2418,2418,Bidasoa,Donostialdea,Irun,Hernani,Coche conductor,08:00,22,Irun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27465.11,4,-1.780800085753134,43.33441739885664,-2.033693,43.256347
2116,2116,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.416337709208328,43.03296726661461,-2.033693,43.256347
1175,1175,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche pasajero,08:00,23,Pasaia,2,2,1,Otros hogares sin niños,2,5,1,2,2021,20744.45,1,-1.9182917064002367,43.3165080336455,-2.033693,43.256347
2469,2469,Donostialdea,Donostialdea,Urnieta,Lasarte-Oria,Coche pasajero,08:15,23,Urnieta,1,2,1,2 adultos,2,5,1,2,2021,22774.22,1,-1.978604439822487,43.24899819002333,-2.033693,43.256347
300,300,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:00,22,Irun,2,2,1,Otros hogares sin niños,2,5,1,1,2021,23805.46,2,-1.797197339237822,43.33495946629437,-2.033693,43.256347
1073,1073,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,08:00,22,Errenteria,1,2,3,2 adultos,2,3,1,1,2021,24375.785,3,-1.981139340149844,43.3136815310441,-2.033693,43.256347
543,543,Debagoiena,Donostialdea,Arrasate/Mondragon,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,25423.61,3,-2.490261787240274,43.066408231521,-2.033693,43.256347
1777,1777,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche pasajero,08:00,99,Lasarte-Oria,2,2,3,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-2.0013430190728774,43.26016108660277,-2.033693,43.256347
2222,2222,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,5,1,1,2021,25210.22,3,-1.9631078336499,43.31404988488044,-2.033693,43.256347
494,494,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,08:00,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,1,2021,23269.735,2,-1.9355108572459585,43.31397472770738,-2.033693,43.256347
365,365,Donostialdea,Donostialdea,Errenteria,Andoain,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25227.96,3,-1.903793641634252,43.312163268623024,-2.033693,43.256347
2432,2432,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,08:00,23,Irun,2,1,1,Otros hogares con niños,2,3,1,2,2021,18102.375,1,-1.7972618219144307,43.33975146054632,-2.033693,43.256347
1565,1565,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,08:00,23,Tolosa,2,3,1,Otros hogares sin niños,1,4,1,1,2021,24795.36,3,-2.072997609713883,43.12706420651914,-2.033693,43.256347
273,273,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,08:00,23,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,20912.65,1,-1.93798959222145,43.318495344052735,-2.033693,43.256347
788,788,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,08:00,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26533.709999999995,3,-1.894561526837171,43.316533497005246,-2.033693,43.256347
71,71,Donostialdea,Donostialdea,Andoain,Usurbil,Coche conductor,08:00,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,25820.86,3,-2.017691346690005,43.219403340630095,-2.033693,43.256347
1940,1940,Donostialdea,Donostialdea,Pasaia,Errenteria,Bicicleta,08:00,22,Errenteria,1,2,2,2 adultos,1,4,1,1,2021,23080.120000000003,2,-1.9172046606784048,43.318356425867904,-2.033693,43.256347
1829,1829,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,08:00,23,Donostia/San Sebastian,1,3,2,2 adultos,1,5,1,1,2021,25055.120000000003,3,-1.9850335619173016,43.32452913500054,-2.033693,43.256347
63,63,Donostialdea,Donostialdea,Oiartzun,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,6,1,1,2021,24675.570000000003,3,-1.8723954829711995,43.29806456846617,-2.033693,43.256347
394,394,Goierri                              ,Donostialdea,Legazpi,Donostia/San Sebastian,Coche conductor,08:00,99,Legazpi,1,2,1,Hogar de una persona,1,5,1,1,2021,26393.71,4,-2.3329658145715606,43.05262932836988,-2.033693,43.256347
1746,1746,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,08:00,22,Errenteria,1,2,2,2 adultos,2,4,1,1,2021,22097.67,1,-1.7942732760930635,43.36082745138548,-2.033693,43.256347
343,343,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,08:00,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-2.0184543526434515,43.264022460934655,-2.033693,43.256347
1389,1389,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,08:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23204.41,1,-2.127380771088911,43.27660400821733,-2.033693,43.256347
1395,1395,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-1.9810393578383,43.32088051446926,-2.033693,43.256347
500,500,Bidasoa,Donostialdea,Hondarribia,Lezo,Coche conductor,08:00,22,Hondarribia,2,2,1,Otros hogares sin niños,1,5,1,1,2021,23288.25,2,-1.792242417978413,43.36464868900576,-2.033693,43.256347
1689,1689,Goierri                              ,Donostialdea,Legazpi,Donostia/San Sebastian,Coche conductor,08:00,99,Legazpi,1,2,1,Hogar de una persona,1,5,1,1,2021,26393.71,4,-2.3326924210033293,43.052435894012966,-2.033693,43.256347
677,677,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Moto,08:00,99,,2,2,2,Otros hogares sin niños,1,4,1,1,2021,24596.86,2,-2.0173468074557035,43.271965895220674,-2.033693,43.256347
1836,1836,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Donostia/San Sebastian,1,3,2,2 adultos,1,6,1,1,2021,28637.91,4,-2.0150445448749355,43.309345579066274,-2.033693,43.256347
1904,1904,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,08:00,22,Errenteria,1,2,1,1 adulto con niño(s),2,5,1,1,2021,20053.2,1,-1.8945779995635972,43.30287888226072,-2.033693,43.256347
1743,1743,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,08:00,22,Pasaia,2,3,2,Otros hogares con niños,2,5,1,1,2021,25444.91,3,-1.9840697910134844,43.32422862247927,-2.033693,43.256347
272,272,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Moto,08:00,99,,2,2,2,Otros hogares sin niños,1,4,1,1,2021,24596.86,2,-2.0166380935811667,43.25689884978078,-2.033693,43.256347
1083,1083,Urola Kosta       ,Donostialdea,Azpeitia,Donostia/San Sebastian,Coche conductor,08:00,99,Azpeitia,2,3,2,2 adultos con niño(s),2,4,1,1,2021,25600.56,3,-2.264937701019368,43.183054276722046,-2.033693,43.256347
205,205,Donostialdea,Donostialdea,Lezo,Usurbil,Coche conductor,08:00,22,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,23268.26,1,-1.8530346834967504,43.32756933786375,-2.033693,43.256347
733,733,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,08:00,22,Pasaia,2,2,1,Otros hogares con niños,1,4,1,1,2021,21974.07,2,-1.8940190504202687,43.30671804802469,-2.033693,43.256347
152,152,Donostialdea,Donostialdea,Pasaia,Usurbil,Coche conductor,08:00,22,Usurbil,1,2,1,Hogar de una persona,1,4,1,1,2021,23578.82,3,-1.933567676422968,43.32121830717683,-2.033693,43.256347
859,859,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Coche conductor,08:20,22,Zumaia,2,3,1,Otros hogares con niños,2,4,1,1,2021,23280.61,2,-2.2630088734902536,43.29312858886645,-2.033693,43.256347
557,557,Tolosaldea,Donostialdea,Villabona,Errenteria,Coche conductor,08:00,22,Villabona,2,3,2,Otros hogares sin niños,2,3,1,1,2021,18845.675,1,-2.0525119742986497,43.18537387377504,-2.033693,43.256347
377,377,Urola Kosta       ,Donostialdea,Zarautz,Pasaia,Coche conductor,08:00,22,Zarautz,2,3,2,Otros hogares con niños,2,4,1,1,2021,21744.82,1,-2.181071391222351,43.28419858705261,-2.033693,43.256347
1430,1430,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,RENFE,08:00,22,Tolosa,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27963.51,4,-2.0765851283278485,43.13467949751455,-2.033693,43.256347
535,535,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,3,4,1,2021,10768.535000000002,1,-1.9612361788466064,43.30511173122466,-2.033693,43.256347
1798,1798,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,3,-1.9343147349509984,43.32311457167446,-2.033693,43.256347
1405,1405,Donostialdea,Donostialdea,Usurbil,Pasaia,Coche conductor,08:00,22,Usurbil,1,2,1,Hogar de una persona,1,4,1,1,2021,23578.82,2,-2.0750247896951013,43.2717776726962,-2.033693,43.256347
2172,2172,Donostialdea,Donostialdea,Errenteria,Urnieta,RENFE,08:00,99,Errenteria,2,1,1,Otros hogares sin niños,2,3,1,2,2021,18671.675,1,-1.904323396507984,43.31099305956556,-2.033693,43.256347
198,198,Goierri                              ,Donostialdea,Beasain,Andoain,Coche pasajero,08:00,22,Andoain,2,2,1,Otros hogares sin niños,1,5,1,1,2021,24067.67,2,-2.2383004052517137,43.085459660294205,-2.033693,43.256347
561,561,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,08:00,22,Errenteria,1,2,1,Hogar de una persona,2,5,1,1,2021,26706.06,4,-1.7899230460182547,43.33968564972904,-2.033693,43.256347
685,685,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,08:00,22,Pasaia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27334.709999999995,4,-1.975680673362124,43.29120071114806,-2.033693,43.256347
2125,2125,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,08:00,22,Hondarribia,2,4,1,2 adultos con niño(s),1,3,1,1,2021,24559.285,2,-1.793292154796824,43.36883421273542,-2.033693,43.256347
590,590,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21897.47,1,-1.9695299365551888,43.31620999705002,-2.033693,43.256347
519,519,Donostialdea,Donostialdea,Hernani,Lezo,Coche conductor,08:00,22,Lezo,2,2,1,Otros hogares sin niños,1,4,1,1,2021,26724.209999999995,4,-1.97487328448016,43.26566216348103,-2.033693,43.256347
308,308,Bidasoa,Donostialdea,Irun,Pasaia,Coche conductor,08:00,23,Irun,1,2,2,2 adultos,1,5,1,1,2021,25930.01,4,-1.826508300151344,43.32325678690297,-2.033693,43.256347
604,604,Urola Kosta       ,Donostialdea,Zarautz,Pasaia,Coche conductor,08:00,22,Zarautz,2,3,2,Otros hogares con niños,2,4,1,1,2021,21744.82,1,-2.161208372899946,43.283268762637846,-2.033693,43.256347
2340,2340,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:00,22,Lasarte-Oria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-1.958113830949256,43.27687231981263,-2.033693,43.256347
1944,1944,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Hernani,2,2,1,2 adultos con niño(s),1,4,1,1,2021,22416.27,1,-1.952499046024272,43.31747832889587,-2.033693,43.256347
59,59,Donostialdea,Donostialdea,Usurbil,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,1,3,2,2 adultos,1,5,1,1,2021,26650.31,4,-2.045395708934683,43.27107970364947,-2.033693,43.256347
583,583,Donostialdea,Donostialdea,Errenteria,Lezo,Coche conductor,08:00,22,Errenteria,2,3,2,Otros hogares con niños,1,5,1,1,2021,27265.51,4,-1.901048721249239,43.3130759693956,-2.033693,43.256347
2265,2265,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,23,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,1,-1.8349079791553928,43.28693370787175,-2.033693,43.256347
207,207,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:30,22,Hernani,1,2,1,2 adultos,2,4,1,1,2021,20930.450000000004,1,-1.9737855789610048,43.26218633381532,-2.033693,43.256347
2035,2035,Tolosaldea,Donostialdea,Villabona,Errenteria,Coche conductor,08:00,22,Villabona,2,3,2,Otros hogares sin niños,2,3,1,1,2021,18845.675,1,-2.0520644660486016,43.18310156997179,-2.033693,43.256347
889,889,Donostialdea,Donostialdea,Lezo,Usurbil,Coche conductor,08:00,22,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,23268.26,1,-1.8639848624692517,43.33564563335141,-2.033693,43.256347
785,785,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,EUSKOTREN,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-2.0046352887895456,43.31262234248719,-2.033693,43.256347
1898,1898,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,08:00,22,Hondarribia,3,4,1,Otros hogares con niños,1,4,1,1,2021,26762.01,4,-1.804362435306598,43.36670722073893,-2.033693,43.256347
2489,2489,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,99,Errenteria,2,1,1,Otros hogares sin niños,1,4,1,2,2021,21338.35,1,-2.0044002687768234,43.31271077834943,-2.033693,43.256347
792,792,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Oiartzun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25461.26,3,-1.78960020499316,43.334644007610926,-2.033693,43.256347
831,831,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Coche conductor,08:00,22,Errenteria,1,3,1,2 adultos,1,6,1,1,2021,27889.61,4,-2.0129268680618315,43.270584693812815,-2.033693,43.256347
162,162,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Andando,08:00,22,Pasaia,1,2,1,Hogar de una persona,2,5,1,1,2021,26603.66,4,-1.981769391010556,43.31868115010482,-2.033693,43.256347
1321,1321,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,08:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23204.41,1,-2.090770677395712,43.29639345107865,-2.033693,43.256347
526,526,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,6,1,1,2021,22590.46,2,-1.9066483077938028,43.31739436767437,-2.033693,43.256347
900,900,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,25864.41,3,-1.987109524832868,43.31109834943739,-2.033693,43.256347
256,256,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:00,22,Lasarte-Oria,2,3,1,Otros hogares con niños,1,3,1,1,2021,21438.235,1,-1.9668665592964123,43.327281255899855,-2.033693,43.256347
506,506,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,08:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,18964.025,1,-1.944925161200583,43.31736076532922,-2.033693,43.256347
2155,2155,Donostialdea,Donostialdea,Usurbil,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24223.07,2,-2.049037564036391,43.271177864469806,-2.033693,43.256347
2126,2126,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Moto,08:00,21,Donostia/San Sebastian,1,1,2,Hogar de una persona,2,5,1,2,2021,22156.6,1,-1.9757089899047788,43.26830814271203,-2.033693,43.256347
2234,2234,Donostialdea,Donostialdea,Lezo,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26958.709999999995,4,-1.8973616435133267,43.32250929717228,-2.033693,43.256347
