,Unnamed: 0,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
610,610,Donostialdea,Donostialdea,Pasaia,Errenteria,Autobús interurbano,08:00,22,Pasaia,1,1,1,2 adultos,2,3,1,2,2021,18975.625,1,-1.929608746928276,43.324405193489504,-2.033693,43.256347
601,601,Donostialdea,Donostialdea,Lezo,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26958.709999999995,4,-1.8585397659676897,43.3360433928943,-2.033693,43.256347
1600,1600,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Moto,08:00,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,2,2021,21792.235,1,-1.954250266926708,43.31941533958994,-2.033693,43.256347
1921,1921,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,3,4,1,2021,10768.535000000002,1,-1.9166614248416007,43.31192609647312,-2.033693,43.256347
2114,2114,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.433612069509429,43.029328907495895,-2.033693,43.256347
1995,1995,Debabarrena,Donostialdea,Mutriku,Donostia/San Sebastian,Coche conductor,08:00,22,Mutriku,2,3,1,Otros hogares sin niños,2,5,1,1,2021,26437.11,3,-2.376124756806796,43.304082043321976,-2.033693,43.256347
1223,1223,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:00,22,Lasarte-Oria,1,3,2,2 adultos,1,5,1,1,2021,28410.06,4,-1.9841592648348605,43.31970507094484,-2.033693,43.256347
2470,2470,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,1,Otros hogares sin niños,2,3,1,1,2021,18671.675,1,-1.953937333966272,43.32266867864551,-2.033693,43.256347
1724,1724,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,08:00,23,Irun,2,1,1,Otros hogares con niños,2,3,1,2,2021,18102.375,1,-1.7781382115499231,43.34017454483503,-2.033693,43.256347
654,654,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,23126.5,2,-1.9668542269680884,43.319929470111305,-2.033693,43.256347
2153,2153,Donostialdea,Donostialdea,Errenteria,Lezo,Coche conductor,08:00,22,Errenteria,2,3,2,Otros hogares con niños,1,5,1,1,2021,27265.51,4,-1.896039397755436,43.30829749772994,-2.033693,43.256347
1429,1429,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4119091336845724,43.032824994535126,-2.033693,43.256347
1962,1962,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,08:00,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26533.709999999995,3,-1.9017507464141248,43.3167568526972,-2.033693,43.256347
2463,2463,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,08:00,22,Pasaia,2,2,3,Otros hogares sin niños,2,5,1,2,2021,26042.209999999995,4,-1.973738272115246,43.29437041516204,-2.033693,43.256347
596,596,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,3,Otros hogares con niños,1,3,1,1,2021,24412.785,3,-1.900661282753888,43.31184442426768,-2.033693,43.256347
2487,2487,Donostialdea,Donostialdea,Errenteria,Oiartzun,Autobús interurbano,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.909219716264512,43.31290110727704,-2.033693,43.256347
1036,1036,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Autobús interurbano,08:00,22,Pasaia,2,3,2,Otros hogares con niños,2,5,1,1,2021,21482.57,1,-1.9171796388852271,43.31583551778886,-2.033693,43.256347
1801,1801,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Andando,08:00,22,Pasaia,2,3,1,2 adultos con niño(s),1,4,1,1,2021,23740.86,3,-1.926765989648252,43.325662038513045,-2.033693,43.256347
2238,2238,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Autobús interurbano,08:40,22,Hernani,2,2,1,2 adultos con niño(s),2,5,1,1,2021,20589.35,1,-1.9756779624550165,43.26546631622711,-2.033693,43.256347
2279,2279,Debagoiena,Donostialdea,Arrasate/Mondragon,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,25423.61,3,-2.4804102910881545,43.065780549257774,-2.033693,43.256347
471,471,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,08:00,22,Pasaia,2,3,2,Otros hogares con niños,2,5,1,1,2021,25444.91,3,-2.0572131495961363,43.31152974286873,-2.033693,43.256347
810,810,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Errenteria,1,2,1,2 adultos,1,4,1,1,2021,24675.31,3,-1.9496032550442577,43.3210236839661,-2.033693,43.256347
2064,2064,Urola Kosta       ,Donostialdea,Azpeitia,Donostia/San Sebastian,Coche conductor,08:00,99,Azpeitia,2,3,2,2 adultos con niño(s),2,4,1,1,2021,25600.56,3,-2.224006205724016,43.18900348144796,-2.033693,43.256347
100,100,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,08:00,22,Lezo,2,3,3,Otros hogares con niños,1,5,1,1,2021,27353.61,4,-1.8128549037833568,43.339385288173496,-2.033693,43.256347
978,978,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4140103986386894,43.03484521830242,-2.033693,43.256347
2148,2148,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.4162960940848643,43.03694178397637,-2.033693,43.256347
1973,1973,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Oiartzun,2,2,1,Otros hogares con niños,1,4,1,1,2021,26430.11,4,-1.7788458700273864,43.3311753685665,-2.033693,43.256347
2053,2053,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,08:00,22,Errenteria,1,2,1,1 adulto con niño(s),2,5,1,1,2021,22983.81,2,-1.9042244613820547,43.31462229391806,-2.033693,43.256347
1972,1972,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,08:00,23,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,20912.65,1,-1.944629004655588,43.32319828067112,-2.033693,43.256347
179,179,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,EUSKOTREN,08:00,22,Zarautz,2,3,1,Otros hogares sin niños,2,3,1,1,2021,24620.235,2,-2.176297413070483,43.28652134716892,-2.033693,43.256347
1711,1711,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,08:00,22,Pasaia,2,2,3,Otros hogares sin niños,2,5,1,2,2021,26042.209999999995,4,-1.960228416755459,43.27800985203892,-2.033693,43.256347
1355,1355,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,08:00,22,Orio,1,3,1,Hogar de una persona,1,5,1,1,2021,28902.96,4,-2.1259067884503238,43.27639618079711,-2.033693,43.256347
647,647,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Andando,08:00,22,Pasaia,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26108.009999999995,4,-2.0063005368177294,43.31955794218045,-2.033693,43.256347
1298,1298,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.499941049120782,43.06235226857434,-2.033693,43.256347
2243,2243,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,3,4,1,2021,11060.885,1,-1.8725651229223723,43.30290613541162,-2.033693,43.256347
582,582,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Coche conductor,08:00,23,Andoain,2,3,1,Otros hogares sin niños,1,4,1,1,2021,24436.16,3,-2.020098852586301,43.21415004751413,-2.033693,43.256347
141,141,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.9053127624432404,43.31542317930733,-2.033693,43.256347
2315,2315,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,1,-1.839039544183436,43.305681396908106,-2.033693,43.256347
1927,1927,Bidasoa,Donostialdea,Hondarribia,Errenteria,Moto,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,23474.77,2,-1.8303155775539348,43.33739700457244,-2.033693,43.256347
1098,1098,Donostialdea,Donostialdea,Urnieta,Hernani,Coche conductor,08:00,22,Hernani,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25238.16,3,-1.9839526528719296,43.24887576594621,-2.033693,43.256347
736,736,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche pasajero,08:00,22,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),1,5,1,1,2021,22887.65,2,-2.0738848900850595,43.13818141731106,-2.033693,43.256347
1453,1453,Donostialdea,Donostialdea,Donostia/San Sebastian,Oiartzun,Coche pasajero,08:00,99,Irun,1,3,2,2 adultos,2,5,1,1,2021,26578.96,4,-1.991981495650276,43.31266287822588,-2.033693,43.256347
1987,1987,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:00,22,Irun,2,2,2,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.7996102960147464,43.33758434058944,-2.033693,43.256347
440,440,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,28231.56,4,-1.908636672460896,43.31546743630244,-2.033693,43.256347
2003,2003,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,08:00,21,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,6,1,1,2021,26425.86,4,-2.200548417299728,43.06083242968724,-2.033693,43.256347
1137,1137,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:00,22,Hernani,2,4,2,Otros hogares sin niños,1,6,1,1,2021,27651.46,4,-1.9748008592467825,43.26690897233121,-2.033693,43.256347
1624,1624,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,22,Arrasate/Mondragon,1,2,1,Hogar de una persona,1,4,1,1,2021,23566.82,2,-2.4891087819359976,43.06760095001607,-2.033693,43.256347
247,247,Donostialdea,Donostialdea,Lezo,Oiartzun,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27465.11,4,-1.899429983249211,43.320320068750725,-2.033693,43.256347
1647,1647,Goierri                              ,Donostialdea,Ordizia,Donostia/San Sebastian,RENFE,08:00,22,Donostia/San Sebastian,1,1,1,Hogar de una persona,2,4,1,1,2021,21665.65,1,-2.180019653482065,43.051811860058216,-2.033693,43.256347
2011,2011,Urola Kosta       ,Donostialdea,Zarautz,Errenteria,Coche conductor,08:00,22,Zarautz,1,2,1,Hogar de una persona,1,5,1,1,2021,23777.3,2,-2.177222410808414,43.28573230076848,-2.033693,43.256347
1499,1499,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.40966126812612,43.03448213120719,-2.033693,43.256347
1023,1023,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,08:00,22,Irun,1,2,1,2 adultos,1,5,1,1,2021,22999.4,2,-1.787032257428256,43.33738647038411,-2.033693,43.256347
1356,1356,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Autobús interurbano,08:00,22,Lezo,2,2,1,Otros hogares sin niños,2,4,1,2,2021,23374.61,2,-1.964964069050148,43.297875424263054,-2.033693,43.256347
1815,1815,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,08:00,23,Donostia/San Sebastian,1,3,2,2 adultos,1,5,1,1,2021,25055.120000000003,3,-2.003205251065736,43.31118004393193,-2.033693,43.256347
29,29,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,08:00,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26533.709999999995,3,-1.899772648571025,43.320758691157096,-2.033693,43.256347
1701,1701,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,99,Errenteria,2,1,1,Otros hogares sin niños,1,4,1,2,2021,21338.35,1,-1.936294113283538,43.316484462700245,-2.033693,43.256347
522,522,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,08:00,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,23126.5,2,-2.0012450626946907,43.30084007178462,-2.033693,43.256347
1833,1833,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,EUSKOTREN,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,6,1,1,2021,22590.46,2,-1.9709156332314397,43.31873341258812,-2.033693,43.256347
1628,1628,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,08:00,22,Errenteria,2,4,2,2 adultos con niño(s),2,5,1,1,2021,25718.91,3,-1.8030734888140576,43.332112209457385,-2.033693,43.256347
1099,1099,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,28231.56,4,-1.8952548576763908,43.30923062242289,-2.033693,43.256347
1200,1200,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,1,-1.9514713371928392,43.31848753286336,-2.033693,43.256347
528,528,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,08:45,23,Errenteria,2,2,1,Otros hogares con niños,2,4,1,1,2021,19758.6,1,-1.8985380893215051,43.31187498990706,-2.033693,43.256347
464,464,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Moto,08:00,99,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,23064.520000000004,2,-2.016415543362314,43.26186862394349,-2.033693,43.256347
2457,2457,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,08:00,22,Errenteria,2,2,1,Otros hogares sin niños,2,5,1,2,2021,22182.27,1,-1.9365219180333344,43.31623829435505,-2.033693,43.256347
1290,1290,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Moto,08:00,22,Donostia/San Sebastian,2,2,3,Otros hogares sin niños,2,3,1,1,2021,19419.975,1,-1.972386912229482,43.32537389111012,-2.033693,43.256347
1883,1883,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,EUSKOTREN,08:00,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,3,-2.0051932369392,43.30851005267715,-2.033693,43.256347
1604,1604,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,2,4,1,1,2021,21510.550000000003,1,-2.020438828405881,43.26871171996706,-2.033693,43.256347
617,617,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,25864.41,3,-2.001777771055077,43.31359685062122,-2.033693,43.256347
719,719,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,08:00,22,Errenteria,1,2,3,2 adultos,2,3,1,1,2021,24375.785,3,-1.975275325346968,43.324690002573696,-2.033693,43.256347
478,478,Urola Kosta       ,Donostialdea,Orio,Donostia/San Sebastian,Coche conductor,08:00,22,Orio,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25548.66,3,-2.126111873472634,43.27645771787805,-2.033693,43.256347
1575,1575,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,3,Otros hogares con niños,1,3,1,1,2021,24412.785,3,-1.9077536580574197,43.30939354923684,-2.033693,43.256347
2370,2370,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,08:00,23,Tolosa,2,3,1,Otros hogares sin niños,1,4,1,1,2021,24795.36,3,-2.074555173963032,43.13847616677406,-2.033693,43.256347
1812,1812,Debabarrena,Donostialdea,Elgoibar,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,2,2 adultos,1,5,1,1,2021,29017.46,4,-2.432387063682781,43.21232895092533,-2.033693,43.256347
1551,1551,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,3,-1.9348021796742636,43.3230194682966,-2.033693,43.256347
1351,1351,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,08:00,21,Hondarribia,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24197.97,2,-2.1768930204807373,43.28464677740276,-2.033693,43.256347
208,208,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,2,4,1,1,2021,22439.62,1,-2.1920309749264906,43.05076247472527,-2.033693,43.256347
1938,1938,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,08:00,22,Tolosa,2,4,1,Otros hogares sin niños,1,3,1,1,2021,24788.185,3,-2.072666728677311,43.1269105910244,-2.033693,43.256347
1725,1725,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,25864.41,3,-1.9924636229354888,43.30688778884196,-2.033693,43.256347
435,435,Debabarrena,Donostialdea,Elgoibar,Hernani,Coche conductor,08:00,22,Hernani,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22307.55,1,-2.42794432559632,43.20553501551815,-2.033693,43.256347
1352,1352,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,08:00,22,Irun,2,3,1,2 adultos con niño(s),1,4,1,1,2021,23871.26,3,-1.7974273206603957,43.34228210869605,-2.033693,43.256347
1037,1037,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,08:15,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27465.11,4,-1.7884462303500877,43.34013561239664,-2.033693,43.256347
1971,1971,Donostialdea,Donostialdea,Hernani,Andoain,Coche conductor,08:00,22,Andoain,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27604.31,4,-1.981143508406725,43.268024290892754,-2.033693,43.256347
1362,1362,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,4,1,1,2021,21842.32,1,-1.972121575548753,43.31772768615183,-2.033693,43.256347
1961,1961,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,08:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,18964.025,1,-1.944495826813141,43.31617715847629,-2.033693,43.256347
2096,2096,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-1.8954668278622504,43.30940434690231,-2.033693,43.256347
1645,1645,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:10,22,Errenteria,2,3,2,Otros hogares con niños,2,5,1,1,2021,25547.31,4,-1.9029722266894908,43.31473214248491,-2.033693,43.256347
2479,2479,Donostialdea,Donostialdea,Lezo,Usurbil,Coche pasajero,08:00,22,Lezo,1,2,2,Hogar de una persona,1,4,1,1,2021,24918.51,3,-1.89626482943742,43.3208364990365,-2.033693,43.256347
199,199,Donostialdea,Donostialdea,Andoain,Errenteria,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,22860.81,1,-2.0229025190210006,43.22248163368866,-2.033693,43.256347
229,229,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Moto,08:00,22,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,5,1,1,2021,29172.56,4,-1.8081326117277303,43.31657348955185,-2.033693,43.256347
1014,1014,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,08:00,21,Hondarribia,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24197.97,2,-2.1765347086577997,43.285320660984354,-2.033693,43.256347
387,387,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,08:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,3,4,1,2021,9465.695,1,-1.9040293971734523,43.31224018649858,-2.033693,43.256347
581,581,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,08:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21910.885,1,-2.457933148004208,43.19470702955856,-2.033693,43.256347
1736,1736,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,08:00,21,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,6,1,1,2021,26425.86,4,-2.2060366082998453,43.04846041651799,-2.033693,43.256347
1525,1525,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,08:00,22,Usurbil,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23630.11,2,-2.004624252555617,43.31028298318786,-2.033693,43.256347
650,650,Tolosaldea,Donostialdea,Villabona,Errenteria,Coche conductor,08:00,22,Villabona,2,3,2,Otros hogares sin niños,2,3,1,1,2021,18845.675,1,-2.053060276874648,43.19036014739167,-2.033693,43.256347
315,315,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:00,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-1.8857224275844453,43.30932123540539,-2.033693,43.256347
422,422,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,4,1,1,2021,23437.51,2,-1.9950711389657496,43.27176651575693,-2.033693,43.256347
2166,2166,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,08:00,22,Urnieta,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25255.56,3,-2.0189524742214204,43.30177828765848,-2.033693,43.256347
937,937,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,2,4,1,1,2021,22439.62,1,-2.1900020596921403,43.052875993930016,-2.033693,43.256347
69,69,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,08:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.4847553394939585,43.06275328261977,-2.033693,43.256347
2504,2504,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25976.26,3,-2.0161305415061443,43.26182094626207,-2.033693,43.256347
755,755,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Autobús interurbano,08:00,22,Pasaia,2,2,3,Otros hogares sin niños,2,5,1,2,2021,26042.209999999995,4,-1.9877259349846956,43.30355099408276,-2.033693,43.256347
450,450,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Moto,08:00,22,Errenteria,1,2,3,2 adultos,2,3,1,1,2021,24375.785,3,-1.952682038102276,43.32076115934689,-2.033693,43.256347
1216,1216,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche conductor,08:00,23,Hondarribia,2,4,1,Otros hogares sin niños,2,5,1,1,2021,26867.81,4,-1.7893028855522262,43.36089472056458,-2.033693,43.256347
1268,1268,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,23,Errenteria,2,2,1,Otros hogares sin niños,1,5,1,1,2021,23900.47,2,-1.972337194643511,43.31229942003297,-2.033693,43.256347
231,231,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,08:00,23,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,5,1,1,2021,22716.05,2,-2.0299239612046223,43.31196812561775,-2.033693,43.256347
1786,1786,Donostialdea,Donostialdea,Lezo,Usurbil,Coche conductor,08:00,22,Lezo,2,3,1,Otros hogares con niños,1,4,1,1,2021,23759.76,2,-1.8979793646109904,43.32137021460996,-2.033693,43.256347
2373,2373,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,08:00,22,Errenteria,1,2,2,2 adultos,2,4,1,1,2021,22097.67,1,-1.7964790028729556,43.35861439421684,-2.033693,43.256347
368,368,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Moto,08:00,22,Pasaia,2,2,2,2 adultos con niño(s),1,5,1,1,2021,24967.56,3,-1.929772416318181,43.32450323169783,-2.033693,43.256347
1584,1584,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Coche conductor,08:00,99,Donostia/San Sebastian,1,2,1,2 adultos,2,6,1,1,2021,21240.2,1,-2.2515437701437326,43.29222228932647,-2.033693,43.256347
679,679,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,08:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,18964.025,1,-1.975898155164049,43.28956894160133,-2.033693,43.256347
965,965,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,3,Otros hogares con niños,1,3,1,1,2021,24412.785,3,-1.9700945930293925,43.32689042145164,-2.033693,43.256347
565,565,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.81700243681405,43.33782637147894,-2.033693,43.256347
1979,1979,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21897.47,1,-2.020735958079511,43.271086193944896,-2.033693,43.256347
1694,1694,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Autobús interurbano,08:00,22,Zarautz,1,2,2,2 adultos,2,4,1,1,2021,24343.66,2,-2.161703903960866,43.27474738022463,-2.033693,43.256347
1566,1566,Goierri                              ,Donostialdea,Beasain,Andoain,Coche pasajero,08:00,22,Andoain,2,2,1,Otros hogares sin niños,1,5,1,1,2021,24067.67,2,-2.2003889866214066,43.04694344231337,-2.033693,43.256347
