,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,Income_Percentile,O_long,O_lat,D_long,D_lat
4917,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Bicicleta,11:30,22,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-1.991799239784865,43.30038451176394,-2.033693,43.256347
4918,Urola Kosta       ,Debagoiena,Azkoitia,Oñati,Coche conductor,22:15,22,Oñati,1,3,1,Hogar de una persona,1,4,1,1,2021,27884.86,4,-2.3353472411134093,43.14155796012175,-2.033693,43.256347
4919,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,22:30,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26533.709999999995,3,-1.8992219903182392,43.32179272497248,-2.033693,43.256347
4920,Bidasoa,Bidasoa,Irun,Hondarribia,Coche conductor,06:45,22,Irun,2,3,2,Otros hogares con niños,1,5,1,1,2021,27293.51,4,-1.7890051052358873,43.33292006019857,-2.033693,43.256347
4921,Donostialdea,Donostialdea,Errenteria,Errenteria,Coche conductor,08:20,22,Errenteria,2,2,1,2 adultos con niño(s),2,4,1,1,2021,19930.2,1,-1.909151074071739,43.313734112013684,-2.033693,43.256347
4922,Bidasoa,Bidasoa,Irun,Irun,Coche conductor,10:30,23,Irun,1,1,2,Hogar de una persona,1,5,1,1,2021,24489.92,3,-1.7971159482087,43.33589599433565,-2.033693,43.256347
4923,Bidasoa,Bidasoa,Irun,Irun,Andando,08:30,22,Irun,2,2,1,1 adulto con niño(s),2,5,1,1,2021,20081.2,1,-1.7955495696626305,43.33425813223225,-2.033693,43.256347
4924,Donostialdea,Donostialdea,Andoain,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,2,-2.0241114173350017,43.2223018223061,-2.033693,43.256347
4925,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,19:00,22,Donostia/San Sebastian,1,1,1,2 adultos,1,4,1,2,2021,25423.61,3,-1.9827595655509533,43.324414254688854,-2.033693,43.256347
4926,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,21:00,22,Donostia/San Sebastian,1,3,1,2 adultos,2,5,1,1,2021,24932.11,3,-1.981743543607066,43.32019550622785,-2.033693,43.256347
4927,Donostialdea,Urola Kosta       ,Oiartzun,Orio,Coche conductor,15:30,23,Orio,1,3,1,2 adultos,1,3,1,1,2021,25146.835000000003,3,-1.876919361589324,43.308336892443386,-2.033693,43.256347
4928,Bidasoa,Bidasoa,Irun,Irun,Andando,14:00,22,Irun,2,3,1,2 adultos con niño(s),2,4,1,1,2021,21293.62,1,-1.778090322796794,43.33995832426971,-2.033693,43.256347
4929,Donostialdea,Urola Kosta       ,Usurbil,Orio,Coche conductor,07:30,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,21609.22,1,-2.065092280983174,43.266479145232644,-2.033693,43.256347
4930,Bidasoa,Bidasoa,Hondarribia,Hondarribia,Coche conductor,15:30,22,Hondarribia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,28160.31,4,-1.828046102955805,43.37820698421287,-2.033693,43.256347
4931,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,16:30,22,Errenteria,1,2,2,2 adultos,2,4,1,1,2021,22097.67,1,-1.842475517308456,43.338713481132814,-2.033693,43.256347
4932,Donostialdea,Bidasoa,Oiartzun,Irun,Coche conductor,20:00,23,Irun,2,4,1,Otros hogares sin niños,2,6,1,1,2021,25411.31,4,-1.866541410751465,43.30017457720581,-2.033693,43.256347
4933,Debabarrena,Urola Kosta       ,Eibar,Zarautz,Coche pasajero,07:00,22,Eibar,1,1,1,Hogar de una persona,1,4,1,1,2021,22208.4,1,-2.4740837142280774,43.181713151727585,-2.033693,43.256347
4934,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,14:00,99,Lezo,2,3,1,Otros hogares con niños,2,5,1,1,2021,25635.41,3,-2.489328857763401,43.06566791418623,-2.033693,43.256347
4935,Donostialdea,Donostialdea,Lezo,Errenteria,Coche conductor,07:45,22,Lezo,1,2,1,2 adultos,2,3,1,1,2021,20501.545,1,-1.8984732249559304,43.321381380392964,-2.033693,43.256347
4936,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche conductor,18:30,23,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,6,1,1,2021,25438.709999999995,3,-1.8326429669019788,43.345786773684914,-2.033693,43.256347
4937,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Andando,15:00,22,Pasaia,2,3,1,2 adultos con niño(s),1,4,1,1,2021,23740.86,3,-1.9182511647219278,43.3162931001711,-2.033693,43.256347
4938,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,07:50,22,Tolosa,1,2,1,Hogar de una persona,2,4,1,1,2021,24374.36,3,-2.0741310034935463,43.13841420684367,-2.033693,43.256347
4939,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,13:00,23,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,1,-1.903261813808417,43.316336964322225,-2.033693,43.256347
4940,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,EUSKOTREN,09:00,22,Zarautz,2,3,1,Otros hogares sin niños,2,3,1,1,2021,24620.235,2,-2.182605668645587,43.2761019229104,-2.033693,43.256347
4941,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,05:00,23,Donostia/San Sebastian,2,3,3,Otros hogares con niños,1,5,1,1,2021,28013.81,4,-1.9824480868061896,43.31693552628712,-2.033693,43.256347
4942,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Andando,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,4,1,1,2021,23422.07,2,-2.0082516302513467,43.30122163929218,-2.033693,43.256347
4943,Donostialdea,Tolosaldea,Lasarte-Oria,Tolosa,Coche conductor,09:30,23,Lasarte-Oria,2,3,2,Otros hogares con niños,2,5,1,1,2021,25688.21,3,-2.017771214222775,43.26551015500314,-2.033693,43.256347
4944,Donostialdea,Bidasoa,Errenteria,Irun,Coche conductor,08:30,22,Errenteria,2,4,2,2 adultos con niño(s),2,5,1,1,2021,25718.91,4,-1.9065278107657764,43.309101503553826,-2.033693,43.256347
4945,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,11:00,99,Hernani,1,2,1,Hogar de una persona,2,4,1,1,2021,24016.16,2,-1.9866498171664757,43.323358460378046,-2.033693,43.256347
4946,Urola Kosta       ,Urola Kosta       ,Azpeitia,Azpeitia,Coche conductor,20:00,22,Azpeitia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25442.56,3,-2.2346371461617833,43.11250034406239,-2.033693,43.256347
4947,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,09:30,22,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,4,1,1,2021,22648.1,2,-1.9796018206805805,43.30359997974624,-2.033693,43.256347
4948,Donostialdea,Bidasoa,Donostia/San Sebastian,Irun,Coche conductor,20:00,22,Irun,2,2,2,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.9727775616452654,43.31618233681318,-2.033693,43.256347
4949,Bidasoa,Bidasoa,Hondarribia,Hondarribia,Coche conductor,08:30,99,Hondarribia,2,2,1,2 adultos con niño(s),1,5,1,1,2021,28160.31,4,-1.8009528017695147,43.376209872206765,-2.033693,43.256347
4950,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,13:15,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,2,4,1,1,2021,26401.96,4,-1.9728794474190086,43.29295281423005,-2.033693,43.256347
4951,Urola Kosta       ,Donostialdea,Orio,Errenteria,Coche conductor,16:30,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,22248.07,1,-2.1269819988285614,43.2773870848003,-2.033693,43.256347
4952,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Andando,16:00,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,2,5,1,1,2021,22930.57,2,-1.9880623984941657,43.31218467111007,-2.033693,43.256347
4953,Goierri                              ,Goierri                              ,Urretxu,Legazpi,Coche conductor,14:45,22,Urretxu,1,2,1,1 adulto con niño(s),2,5,1,1,2021,23414.31,1,-2.3243125635804707,43.089000962988074,-2.033693,43.256347
4954,Bidasoa,Bidasoa,Irun,Hondarribia,Coche conductor,10:30,23,Irun,2,3,3,2 adultos con niño(s),2,5,1,1,2021,23379.76,2,-1.7866967105020137,43.34878201131278,-2.033693,43.256347
4955,Debagoiena,Debagoiena,Bergara,Bergara,Andando,14:30,23,Bergara,1,2,1,Hogar de una persona,1,4,1,1,2021,25306.81,2,-2.487826493445165,43.12216703093877,-2.033693,43.256347
4956,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,19:00,22,Donostia/San Sebastian,1,3,1,2 adultos,1,4,1,1,2021,25423.61,3,-1.9565441966209025,43.31870383762566,-2.033693,43.256347
4957,Tolosaldea,Tolosaldea,Tolosa,Tolosa,Coche conductor,10:25,21,Resto Gipuzkoa,1,3,1,2 adultos,1,4,1,1,2021,23408.020000000004,2,-2.0733970092327563,43.13879486309133,-2.033693,43.256347
4958,Bidasoa,Bidasoa,Irun,Irun,Coche conductor,08:30,22,Irun,1,2,3,2 adultos,1,5,1,1,2021,22999.4,2,-1.796255011001787,43.33514368606999,-2.033693,43.256347
4959,Donostialdea,Donostialdea,Andoain,Andoain,Andando,22:00,22,Andoain,2,2,1,Otros hogares con niños,1,3,1,1,2021,19869.345,1,-2.017754451431777,43.22130010802769,-2.033693,43.256347
4960,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,05:10,23,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,6,1,1,2021,24269.22,3,-2.053685230823973,43.310219263116814,-2.033693,43.256347
4961,Donostialdea,Donostialdea,Errenteria,Errenteria,Coche conductor,09:00,22,Errenteria,2,3,2,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-1.9030210727838335,43.31422437416987,-2.033693,43.256347
4962,Urola Kosta       ,Bidasoa,Zarautz,Irun,EUSKOTREN,12:00,22,Zarautz,2,1,1,Otros hogares sin niños,2,5,1,1,2021,21497.65,1,-2.173951398013735,43.281954446553975,-2.033693,43.256347
4963,Donostialdea,Debabarrena,Donostia/San Sebastian,Elgoibar,Coche conductor,06:30,22,Donostia/San Sebastian,1,2,2,2 adultos,1,5,1,1,2021,26650.31,4,-2.035957759145532,43.30913109335539,-2.033693,43.256347
4964,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Bicicleta,19:30,23,Donostia/San Sebastian,1,1,2,2 adultos,2,5,1,1,2021,22001.5,1,-1.9912393111646043,43.31214678181101,-2.033693,43.256347
4965,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,18:00,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,4,-2.033060703783755,43.27308685648804,-2.033693,43.256347
4966,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,22:30,23,Donostia/San Sebastian,2,1,1,2 adultos con niño(s),2,4,4,1,2021,10270.45,1,-1.9394427139900337,43.31464191204849,-2.033693,43.256347
4967,Bidasoa,Urola Kosta       ,Irun,Zarautz,Coche conductor,07:00,22,Irun,1,2,1,Hogar de una persona,1,4,1,1,2021,23263.22,2,-1.787667007641333,43.33730301511286,-2.033693,43.256347
4968,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Andando,08:00,22,Arrasate/Mondragon,2,4,1,2 adultos con niño(s),1,5,1,1,2021,25401.56,3,-2.52231028031306,43.07101764550997,-2.033693,43.256347
4969,Donostialdea,Urola Kosta       ,Donostia/San Sebastian,Zarautz,Coche conductor,18:00,22,Zarautz,2,3,1,2 adultos con niño(s),1,5,1,1,2021,28087.91,4,-2.0047407482913813,43.31569128563554,-2.033693,43.256347
4970,Bidasoa,Bidasoa,Hondarribia,Hondarribia,Andando,15:00,22,Hondarribia,2,2,1,Otros hogares sin niños,1,4,1,1,2021,22061.55,1,-1.797034452467122,43.362866562444616,-2.033693,43.256347
4971,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,26243.96,4,-1.9774185329604972,43.32416065598719,-2.033693,43.256347
4972,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,08:00,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,2,3,1,1,2021,18822.675,1,-1.9894494680753128,43.29899589870615,-2.033693,43.256347
4973,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,20678.5,1,-1.953963481699812,43.30632304214882,-2.033693,43.256347
4974,Goierri                              ,Goierri                              ,Zumarraga,Beasain,Coche conductor,12:00,23,Beasain,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23467.61,2,-2.2959763807706577,43.10386471427181,-2.033693,43.256347
4975,Urola Kosta       ,Debagoiena,Zarautz,Arrasate/Mondragon,Coche conductor,06:40,22,Zarautz,1,2,1,Hogar de una persona,2,4,1,1,2021,22903.57,1,-2.159025924775273,43.280661527956255,-2.033693,43.256347
4976,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,07:10,22,Donostia/San Sebastian,1,3,1,2 adultos,2,6,1,1,2021,24170.81,2,-1.9824423521025734,43.313371858550134,-2.033693,43.256347
4977,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,19:30,22,Donostia/San Sebastian,1,2,1,2 adultos,2,5,1,1,2021,24932.11,3,-1.9855343716783103,43.31753794435224,-2.033693,43.256347
4978,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,07:00,22,Arrasate/Mondragon,1,2,1,Hogar de una persona,1,4,1,1,2021,23566.82,2,-2.483584903044981,43.067998779687905,-2.033693,43.256347
4979,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Moto,10:30,99,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,23064.520000000004,2,-2.012750321593587,43.27020207917995,-2.033693,43.256347
4980,Urola Kosta       ,Urola Kosta       ,Azpeitia,Azpeitia,Coche conductor,20:00,22,Azpeitia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25442.56,3,-2.2670726466292623,43.18137646993977,-2.033693,43.256347
4981,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,23:00,23,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,3,1,1,2021,25010.085,3,-1.9674471114555205,43.3238928311156,-2.033693,43.256347
4982,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Coche conductor,13:00,22,Arrasate/Mondragon,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27768.709999999995,4,-2.5323768802512823,43.06174338578692,-2.033693,43.256347
4983,Debagoiena,Bidasoa,Bergara,Irun,Coche conductor,17:15,22,Irun,1,2,1,2 adultos,1,5,1,1,2021,28297.16,4,-2.4139789707502377,43.118960245221935,-2.033693,43.256347
4984,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,14:30,22,Donostia/San Sebastian,1,2,1,2 adultos,2,4,1,1,2021,22845.97,2,-1.9559947450389934,43.31860918458817,-2.033693,43.256347
4985,Donostialdea,Donostialdea,Donostia/San Sebastian,Oiartzun,Coche conductor,07:15,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,2,5,1,1,2021,26892.91,4,-2.0045591036982406,43.3150523429563,-2.033693,43.256347
4986,Urola Kosta       ,Urola Kosta       ,Zumaia,Zumaia,Coche conductor,12:45,21,Zumaia,2,2,1,2 adultos con niño(s),1,5,1,1,2021,22730.75,1,-2.2387952579291293,43.287993736114224,-2.033693,43.256347
4987,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,17:00,99,Donostia/San Sebastian,1,4,2,2 adultos,1,6,1,1,2021,26270.76,4,-1.955404250006022,43.299900051625876,-2.033693,43.256347
4988,Goierri                              ,Goierri                              ,Beasain,Beasain,Andando,19:00,23,Beasain,3,3,1,Otros hogares con niños,1,5,1,2,2021,22574.55,1,-2.234614332146823,43.09879857808539,-2.033693,43.256347
4989,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Andando,13:30,23,Donostia/San Sebastian,2,1,1,Otros hogares con niños,2,4,1,2,2021,20506.9,1,-1.9193695914330553,43.316398776971084,-2.033693,43.256347
4990,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Bicicleta,05:45,22,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),1,5,1,1,2021,25818.26,3,-1.9532236603489472,43.31650415207569,-2.033693,43.256347
4991,Donostialdea,Goierri                              ,Donostia/San Sebastian,Beasain,Coche conductor,06:50,22,Donostia/San Sebastian,1,3,1,2 adultos,2,6,1,1,2021,24170.81,2,-1.9380778913132077,43.31408018482751,-2.033693,43.256347
4992,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,12:00,99,Pasaia,2,2,1,Otros hogares sin niños,1,3,5,1,2021,15041.785,1,-1.934482066148968,43.32470363896966,-2.033693,43.256347
4993,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Autobús urbano,15:30,23,Donostia/San Sebastian,2,2,3,Otros hogares con niños,2,6,1,2,2021,21571.97,1,-1.9449564071017227,43.31969740923595,-2.033693,43.256347
4994,Urola Kosta       ,Urola Kosta       ,Azpeitia,Azpeitia,Andando,19:30,23,Azpeitia,1,2,1,2 adultos,2,4,1,1,2021,21134.85,1,-2.2711578616087627,43.17776872721169,-2.033693,43.256347
4995,Debabarrena,Debabarrena,Eibar,Eibar,Andando,08:00,22,Eibar,2,2,2,2 adultos con niño(s),2,5,1,1,2021,23660.36,2,-2.466967312331953,43.18666819038295,-2.033693,43.256347
4996,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,2,-2.419813053407904,42.99278310690857,-2.033693,43.256347
4997,Goierri                              ,Goierri                              ,Urretxu,Beasain,Coche conductor,07:30,23,Urretxu,2,3,1,2 adultos con niño(s),1,5,1,1,2021,23905.27,2,-2.312380369690129,43.09463671813694,-2.033693,43.256347
4998,Goierri                              ,Goierri                              ,Beasain,Beasain,Coche conductor,08:30,22,Beasain,2,4,2,2 adultos con niño(s),2,5,1,1,2021,26325.709999999995,3,-2.205815963049185,43.04825125112374,-2.033693,43.256347
4999,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,21:00,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,2,5,1,1,2021,22156.6,1,-1.9227272115037743,43.31301639462632,-2.033693,43.256347
5000,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,07:30,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-2.0037673985184137,43.29324183822847,-2.033693,43.256347
5001,Donostialdea,Donostialdea,Oiartzun,Oiartzun,Coche conductor,07:30,22,Oiartzun,2,3,1,Otros hogares con niños,1,5,1,1,2021,25289.66,3,-1.8752172832985476,43.300505979084505,-2.033693,43.256347
5002,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,14:35,22,Donostia/San Sebastian,1,2,1,2 adultos,2,6,1,1,2021,24170.81,2,-1.9588481737906456,43.317949667694194,-2.033693,43.256347
5003,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Moto,10:30,99,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,23064.520000000004,2,-2.0183766322129277,43.26104181146039,-2.033693,43.256347
5004,Donostialdea,Donostialdea,Hernani,Hernani,Andando,14:00,22,Hernani,1,2,1,2 adultos,1,4,1,1,2021,21912.9,1,-1.9186172255135492,43.21991314598897,-2.033693,43.256347
5005,Bidasoa,Bidasoa,Hondarribia,Hondarribia,Coche conductor,19:00,99,Hondarribia,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25793.16,3,-1.8122479152223312,43.35251601634152,-2.033693,43.256347
5006,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Bicicleta,08:00,22,Donostia/San Sebastian,1,1,1,2 adultos,1,5,1,2,2021,26650.31,4,-1.9890920871382316,43.31228172849074,-2.033693,43.256347
5007,Bidasoa,Debagoiena,Irun,Bergara,Coche conductor,06:00,22,Irun,1,2,1,2 adultos,1,5,1,1,2021,25930.01,4,-1.8216509193769754,43.32901468561198,-2.033693,43.256347
5008,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,16:45,22,Donostia/San Sebastian,1,3,1,2 adultos,1,4,1,1,2021,23828.42,2,-1.9702091642788013,43.31881475374796,-2.033693,43.256347
5009,Donostialdea,Donostialdea,Lasarte-Oria,Lasarte-Oria,Andando,17:00,22,Lasarte-Oria,2,2,2,Otros hogares sin niños,2,4,1,1,2021,25794.56,3,-2.021243714311456,43.26967376004305,-2.033693,43.256347
5010,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Coche conductor,13:45,22,Arrasate/Mondragon,2,3,1,2 adultos con niño(s),1,4,1,1,2021,26542.009999999995,4,-2.4965888837282098,43.06324881663154,-2.033693,43.256347
5011,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Coche conductor,14:00,22,Arrasate/Mondragon,2,2,1,Otros hogares sin niños,1,5,1,1,2021,22896.65,2,-2.478218559338126,43.0684551473665,-2.033693,43.256347
5012,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,13:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,18964.025,1,-1.954629511909813,43.29756601389486,-2.033693,43.256347
5013,Donostialdea,Donostialdea,Errenteria,Errenteria,Andando,09:00,22,Errenteria,2,1,1,Otros hogares sin niños,2,3,1,2,2021,23969.435,3,-1.9034086809801065,43.31258994394883,-2.033693,43.256347
5014,Donostialdea,Debabarrena,Donostia/San Sebastian,Elgoibar,Coche conductor,12:00,22,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25378.56,3,-1.9906624530801948,43.30110106203783,-2.033693,43.256347
5015,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,22:00,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,6,1,1,2021,27634.26,4,-2.0163047779729637,43.308329977431406,-2.033693,43.256347
5016,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,20:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,28185.41,4,-2.012565930800595,43.31208411833499,-2.033693,43.256347
5017,Donostialdea,Bidasoa,Oiartzun,Irun,Coche conductor,21:00,23,Irun,1,3,2,2 adultos,1,5,1,1,2021,28297.16,4,-1.8655686641178322,43.300084756804154,-2.033693,43.256347
5018,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Bicicleta,08:45,22,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,4,-2.0018432261413834,43.31251482920865,-2.033693,43.256347
5019,Debagoiena,Debagoiena,Arrasate/Mondragon,Arrasate/Mondragon,Andando,12:25,22,Arrasate/Mondragon,2,3,1,Otros hogares sin niños,2,6,1,1,2021,23347.76,2,-2.497663732747418,43.063115385689315,-2.033693,43.256347
5020,Urola Kosta       ,Bidasoa,Zarautz,Irun,EUSKOTREN,12:00,22,Zarautz,2,1,1,Otros hogares sin niños,2,5,1,1,2021,21497.65,1,-2.1747255285259035,43.27624645246695,-2.033693,43.256347
5021,Donostialdea,Donostialdea,Errenteria,Errenteria,Andando,16:05,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,2,-1.9058657429740724,43.311884399749516,-2.033693,43.256347
5022,Donostialdea,Bidasoa,Donostia/San Sebastian,Irun,Coche conductor,07:00,22,Donostia/San Sebastian,1,2,1,Hogar de una persona,1,4,1,1,2021,23983.52,2,-1.9729344975005956,43.30568001372781,-2.033693,43.256347
5023,Goierri                              ,Debagoiena,Zumarraga,Arrasate/Mondragon,Coche conductor,06:45,22,Zumarraga,2,2,2,Otros hogares con niños,2,5,1,1,2021,21740.07,1,-2.3147262945729534,43.08554034984906,-2.033693,43.256347
5024,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,19:00,22,Errenteria,1,2,1,Hogar de una persona,2,5,1,1,2021,24338.91,3,-2.0035287780589335,43.310982556522305,-2.033693,43.256347
5025,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,09:20,23,Donostia/San Sebastian,2,2,1,1 adulto con niño(s),2,5,1,1,2021,22136.92,1,-1.9558695902551924,43.31680548022011,-2.033693,43.256347
5026,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Moto,15:15,21,Donostia/San Sebastian,2,2,3,Otros hogares con niños,2,4,1,2,2021,21842.32,1,-1.9818073369268443,43.31121178609848,-2.033693,43.256347
5027,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Autobús interurbano,08:40,22,Hernani,2,2,1,2 adultos con niño(s),2,5,1,1,2021,20589.35,1,-1.9574551042298163,43.26551406905289,-2.033693,43.256347
5028,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,08:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,5,1,1,2021,23719.7,2,-2.0285480902959256,43.31416424525677,-2.033693,43.256347
5029,Tolosaldea,Goierri                              ,Tolosa,Beasain,RENFE,19:00,22,Beasain,1,1,1,2 adultos,1,3,1,1,2021,19977.175000000003,1,-2.1161239134968097,43.09547081946006,-2.033693,43.256347
5030,Donostialdea,Bidasoa,Donostia/San Sebastian,Irun,Coche conductor,17:00,22,Irun,1,3,1,2 adultos,2,4,1,1,2021,26088.01,4,-1.9799454632683806,43.31792323141284,-2.033693,43.256347
5031,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche conductor,12:30,22,Donostia/San Sebastian,2,2,1,2 adultos con niño(s),2,4,1,1,2021,22013.92,1,-1.9380778913132077,43.31408018482751,-2.033693,43.256347
5032,Donostialdea,Donostialdea,Donostia/San Sebastian,Donostia/San Sebastian,Coche pasajero,07:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,5,1,1,2021,26467.209999999995,4,-1.9980658656854178,43.30180969409235,-2.033693,43.256347
5033,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,25097.96,3,-1.7964967032294317,43.34334371479988,-2.033693,43.256347
